_id,REPORT_NAME,SECTION,DESCRIPTION,ARREST_TIME,ADDRESS,NEIGHBORHOOD,ZONE
28028,OFFENSE 2.0,9999,9999 - (Misc. Incident): ,2015-04-21T19:05:00,300 block Rochelle St,Knoxville,3
27979,OFFENSE 2.0,9488,False  Burglar Alarm,2015-04-21T19:27:00,1300 block Woodland Ave,Marshall-Shadeland,1
27990,ARREST,3921,Theft by Unlawful Taking or Disposition.,2015-04-21T19:40:00,900 block Second Ave,Bluff,2
27991,ARREST,13(a)(16),Possession of Controlled Substance,2015-04-21T19:40:00,900 block Second Ave,Bluff,2
27980,OFFENSE 2.0,3922,Theft by Deception.,2015-04-21T20:00:00,600 block Pressley St,East Allegheny,1
27992,OFFENSE 2.0,2501,Criminal Homicide.,2015-04-21T21:14:00,2400 block Webster Ave,Middle Hill,2
27993,OFFENSE 2.0,2702,Aggravated Assault.,2015-04-21T21:14:00,2400 block Webster Ave,Middle Hill,2
27994,OFFENSE 2.0,2705,Recklessly Endangering Another Person.,2015-04-21T21:14:00,2400 block Webster Ave,Middle Hill,2
27995,OFFENSE 2.0,3745,Accidents Involving Damage to Unattended Veh.or Prop.,2015-04-21T21:30:00,6th St & Fort Duquesne Blvd,Golden Triangle/Civic Arena,2
27981,OFFENSE 2.0,9488,False  Burglar Alarm,2015-04-21T23:38:00,500 block Marshall Ave,Perry South,1
28129,OFFENSE 2.0,3921(a),Theft by Unlawful Taking or Disposition - Movable item,2015-04-22T00:19:00,2200 block Brownsville Rd,Carrick,3
28077,OFFENSE 2.0,2709,Harassment (Non-Specific),2015-04-22T00:20:00,800 block Mt Pleasant Rd,Northview Heights,1
28181,OFFENSE 2.0,5506,Loitering and Prowling at Night,2015-04-22T01:59:00,2600 block Louisiana Ave,Beechview,6
28182,OFFENSE 2.0,9488,False  Burglar Alarm,2015-04-22T02:04:00,2500 block West Liberty Ave,Brookline,6
28097,ARREST,3802(a)(1),DUI - General Impairment,2015-04-22T02:19:00,Stanwix St & Penn Ave,Golden Triangle/Civic Arena,2
28098,OFFENSE 2.0,3802(a)(1),DUI - General Impairment,2015-04-22T03:30:00,Stanwix St & Penn Ave,Golden Triangle/Civic Arena,2
28147,OFFENSE 2.0,3745,Accidents Involving Damage to Unattended Veh.or Prop.,2015-04-22T04:00:00,6900 block Kelly St,Homewood West,5
28130,OFFENSE 2.0,9497,Aided Case,2015-04-22T04:29:00,2500 block Brownsville Rd,Carrick,3
28100,OFFENSE 2.0,3304(a)(5),CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2015-04-22T06:15:00,100 block 26 th St,Strip District,2
28183,OFFENSE 2.0,2701,Simple Assault.,2015-04-22T06:43:00,1500 block Beechview Ave,Beechview,6
28137,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-22T07:00:00,3200 block Ward St,South Oakland,4
28101,OFFENSE 2.0,3745,Accidents Involving Damage to Unattended Veh.or Prop.,2015-04-22T07:30:00,5200 block Keystone St,Upper Lawrenceville,2
28102,OFFENSE 2.0,3743,Accidents Involving Damage to Attended Veh. or Property,2015-04-22T07:37:00,1100 block Liberty Ave,Golden Triangle/Civic Arena,2
28078,OFFENSE 2.0,29,Missing Juvenile,2015-04-22T07:40:00,4000 block Perrysville Ave,Perry North,1
28131,OFFENSE 2.0,2709.A1,HARASSMENT SUBJECT OTHER TO PHYSICAL CONTACT,2015-04-22T07:50:00,100 block E Carson St,South Shore,3
28138,OFFENSE 2.0,3934,Theft from Vehicle,2015-04-22T08:00:00,7200 block Meade St,Point Breeze North,4
28079,OFFENSE 2.0,2701(b)(1),Simple Assault - Fight or Scuffle Entered by Mutual Consent,2015-04-22T08:10:00,300 block Lafayette Ave,Fineview,1
28080,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-22T08:10:00,300 block Lafayette Ave,Fineview,1
28149,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-22T08:30:00,2300 block Wilner Dr,East Hills,5
28103,OFFENSE 2.0,9999,9999 - (Misc. Incident): ,2015-04-22T08:50:00,Centre Ave & Devilliers St,Crawford-Roberts,2
28139,OFFENSE 2.0,3921(a),Theft by Unlawful Taking or Disposition - Movable item,2015-04-22T08:53:00,7200 block Meade St,Point Breeze North,4
28140,OFFENSE 2.0,2709,Harassment (Non-Specific),2015-04-22T09:00:00,500 block Lloyd St,Point Breeze,4
28196,OFFENSE 2.0,4304(a)(1),Endangering Welfare of Children.,2015-04-22T09:00:00,400 block Commerce St,Outside City,
28197,OFFENSE 2.0,2701,Simple Assault.,2015-04-22T09:00:00,400 block Commerce St,Outside City,
28081,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-22T09:01:00,1500 block Monterey St,Central Northside,1
28198,ARREST,3921(a),Theft by Unlawful Taking or Disposition - Movable item,2015-04-22T09:15:00,3000 block S Grande Blvd,East Liberty,
28104,ARREST,2701(a)(3),Simple Assault - Attempts by Physical Menace ,2015-04-22T09:20:00,600 block First Ave,Homewood South,2
28105,ARREST,2709(a)(1),Harassment by Physical Contact  or Attempts or Threats,2015-04-22T09:20:00,600 block First Ave,Homewood South,2
28184,OFFENSE 2.0,29,Missing Juvenile,2015-04-22T09:39:00,1300 block Methyl St,Beechview,6
28106,OFFENSE 2.0,3743,Accidents Involving Damage to Attended Veh. or Property,2015-04-22T09:40:00,4th Ave & Grant St,Golden Triangle/Civic Arena,2
28107,OFFENSE 2.0,9999,9999 - (Misc. Incident): ,2015-04-22T10:05:00,400 block Ross St,Golden Triangle/Civic Arena,2
28185,OFFENSE 2.0,3921,Theft by Unlawful Taking or Disposition.,2015-04-22T10:40:00,500 block Lorenz Ave,Elliott,6
28082,OFFENSE 2.0,3921,Theft by Unlawful Taking or Disposition.,2015-04-22T11:00:00,1800 block Liverpool St,Chateau,1
28141,OFFENSE 2.0,9999,9999 - (Misc. Incident): ,2015-04-22T11:11:00,100 block Denniston St,Shadyside,4
28083,OFFENSE 2.0,9999,9999 - (Misc. Incident): ,2015-04-22T11:15:00,1900 block Lowrie St,Troy Hill-Herrs Island,1
28186,OFFENSE 2.0,3929(a)(1),Retail Theft; takes possession of  carries away  or transfers displayed merchandise,2015-04-22T11:17:00,500 block Brookline Blvd,Brookline,6
28108,OFFENSE 2.0,3304(a)(5),CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2015-04-22T11:27:00,Centre Ave & Mario Lemieux Pl,Golden Triangle/Civic Arena,2
28109,OFFENSE 2.0,3353,Prohibitions in Specified Places.,2015-04-22T11:27:00,Centre Ave & Mario Lemieux Pl,Golden Triangle/Civic Arena,2
28110,OFFENSE 2.0,2709(a)(1),Harassment by Physical Contact  or Attempts or Threats,2015-04-22T11:27:00,Centre Ave & Mario Lemieux Pl,Golden Triangle/Civic Arena,2
28142,OFFENSE 2.0,3921,Theft by Unlawful Taking or Disposition.,2015-04-22T12:15:00,Centre Ave & Allequippa St,North Oakland,4
28111,ARREST,3502,Burglary.,2015-04-22T12:30:00,900 block Second Ave,Homewood South,2
28112,ARREST,3921(a),Theft by Unlawful Taking or Disposition - Movable item,2015-04-22T12:30:00,900 block Second Ave,Homewood South,2
28113,OFFENSE 2.0,2709,Harassment (Non-Specific),2015-04-22T12:45:00,100 block Hyman Pl,Terrace Village,2
28114,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-22T13:00:00,Centre Ave & Ewart Dr,Upper Hill,2
28115,ARREST,9015,Failure To Appear/Arrest on Attachment Order,2015-04-22T13:00:00,900 block Second Ave,Homewood South,2
28116,OFFENSE 2.0,3934,Theft from Vehicle,2015-04-22T13:00:00,Centre Ave & Ewart Dr,Upper Hill,2
28150,ARREST,9015,Failure To Appear/Arrest on Attachment Order,2015-04-22T13:00:00,Bennett St,Homewood North,5
28132,OFFENSE 2.0,3502,Burglary.,2015-04-22T13:11:00,200 block Sylvania Ave,Beltzhoover,3
26906,OFFENSE 2.0,9999,9999 - (Misc. Incident): ,2015-04-22T13:18:00,300 block S Main St,West End,6
28117,ARREST,9015,Failure To Appear/Arrest on Attachment Order,2015-04-22T13:55:00,400 block 5th Ave,Golden Triangle/Civic Arena,2
28151,ARREST,2701,Simple Assault.,2015-04-22T14:00:00,4300 block Coleridge St,Stanton Heights,5
28169,ARREST,2701(a)(1),Simple Assault - Intent.  Know.  Reckless.Cause Bod. Injury,2015-04-22T14:00:00,4300 block Coleridge St,Stanton Heights,5
28133,OFFENSE 2.0,3921,Theft by Unlawful Taking or Disposition.,2015-04-22T14:25:00,200 block Grace St,Mount Washington,3
28118,OFFENSE 2.0,3743,Accidents Involving Damage to Attended Veh. or Property,2015-04-22T15:00:00,40th St & Eden Way,Lower Lawrenceville,2
28187,OFFENSE 2.0,29,Missing Juvenile,2015-04-22T16:10:00,1100 block Shadycrest Dr,Beechview,6
28134,OFFENSE 2.0,9999,9999 - (Misc. Incident): ,2015-04-22T16:30:00,Arabella St & Parklow St,Knoxville,3
28119,ARREST,3929,Retail Theft.,2015-04-22T16:35:00,900 block SECOND Ave,East Liberty,2
28120,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-22T16:45:00,Dinwiddie St & Colwell St,Crawford-Roberts,2
28121,OFFENSE 2.0,9496,Dead on Arrival (DOA),2015-04-22T17:00:00,1700 block Centre Ave,Crawford-Roberts,2
28143,OFFENSE 2.0,3743,Accidents Involving Damage to Attended Veh. or Property,2015-04-22T17:05:00,5800 block Centre Ave,Shadyside,4
28084,OFFENSE 2.0,2706,Terroristic Threats.,2015-04-22T17:10:00,Federal St & Hemlock St,Central Northside,1
28085,OFFENSE 2.0,2709,Harassment (Non-Specific),2015-04-22T17:10:00,Federal St & Hemlock St,Central Northside,1
28135,OFFENSE 2.0,9124,Drug Investigation,2015-04-22T17:20:00,800 block E Warrington Ave,Allentown,3
28188,OFFENSE 2.0,9999,9999 - (Misc. Incident): Found Property,2015-04-22T17:45:00,1300 block Merryfield St,Crafton Heights,6
28086,OFFENSE 2.0,4914,False Identification to Law Enforcement Authorities,2015-04-22T18:00:00,100 block Rhine Pl,Spring Hill-City View,1
28087,OFFENSE 2.0,2701,Simple Assault.,2015-04-22T18:00:00,100 block Rhine Pl,Spring Hill-City View,1
28088,ARREST,2701,Simple Assault.,2015-04-22T18:05:00,100 block Rhine Pl,Spring Hill-City View,1
28089,ARREST,4914,False Identification to Law Enforcement Authorities,2015-04-22T18:05:00,100 block Rhine Pl,Spring Hill-City View,1
28090,OFFENSE 2.0,3502,Burglary.,2015-04-22T18:15:00,700 block Chautauqua St,Perry South,1
28170,ARREST,13(a)(32),Paraphernalia - Use or Possession,2015-04-22T18:36:00,500 block N Euclid Ave,East Liberty,5
28171,ARREST,13(a)(32),Paraphernalia - Use or Possession,2015-04-22T18:36:00,500 block N Euclid Ave,East Liberty,5
28172,ARREST,13(a)(16),Possession of Controlled Substance,2015-04-22T18:36:00,500 block N Euclid Ave,East Liberty,5
28173,ARREST,13(a)(16),Possession of Controlled Substance,2015-04-22T18:36:00,500 block N Euclid Ave,East Liberty,5
28174,ARREST,13(a)(32),Paraphernalia - Use or Possession,2015-04-22T18:36:00,500 block N Euclid Ave,East Liberty,5
28175,ARREST,13(a)(16),Possession of Controlled Substance,2015-04-22T18:36:00,500 block N Euclid Ave,East Liberty,5
28099,OFFENSE 2.0,9489,Found Property,2015-04-22T18:45:00,100 block S 17th St,South Side Flats,3
28122,ARREST,3929,Retail Theft.,2015-04-22T18:45:00,400 block 5th Ave,Golden Triangle/Civic Arena,2
28123,OFFENSE 2.0,3929,Retail Theft.,2015-04-22T18:45:00,400 block 5th Ave,Golden Triangle/Civic Arena,2
28176,OFFENSE 2.0,3934,Theft from Vehicle,2015-04-22T18:50:00,Frankstown Ave & Brushton Ave,Homewood North,5
28091,OFFENSE 2.0,3921,Theft by Unlawful Taking or Disposition.,2015-04-22T19:00:00,3400 block Fleming Ave,Brighton Heights,1
28189,OFFENSE 2.0,3745,Accidents Involving Damage to Unattended Veh.or Prop.,2015-04-22T19:00:00,1100 block Mc Kinney Ln,Ridgemont,6
28092,OFFENSE 2.0,13(a)(16),Possession of Controlled Substance,2015-04-22T19:15:00,Rhine St & Yetta Ave,Spring Hill-City View,1
28093,ARREST,13(a)(16),Possession of Controlled Substance,2015-04-22T19:15:00,Rhine St & Yetta Ave,Spring Hill-City View,1
28124,OFFENSE 2.0,3921,Theft by Unlawful Taking or Disposition.,2015-04-22T19:20:00,1900 block Centre Ave,Crawford-Roberts,2
28136,OFFENSE 2.0,9999,9999 - (Misc. Incident): ,2015-04-22T19:20:00,Dilworth St,Mount Washington,3
28125,OFFENSE 2.0,29,Missing Juvenile,2015-04-22T19:30:00,2000 block Reed St,Crawford-Roberts,2
28177,OFFENSE 2.0,13(a)(32),Paraphernalia - Use or Possession,2015-04-22T19:30:00,500 block N Euclid Ave,East Liberty,5
28178,OFFENSE 2.0,13(a)(16),Possession of Controlled Substance,2015-04-22T19:30:00,500 block N Euclid Ave,East Liberty,5
28094,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-22T20:00:00,700 block James St,East Allegheny,1
28126,OFFENSE 2.0,9501,Bench Warrant,2015-04-22T20:30:00,Watson St & Miltenberger St,Bluff,2
