_id,REPORT_NAME,SECTION,DESCRIPTION,ARREST_TIME,ADDRESS,NEIGHBORHOOD,ZONE
21666,ARREST,3802(a)(1),DUI - General Impairment,2015-03-14T19:45:00,Ohio River Blvd & West End Bridge Ramp,East Allegheny,1
21667,ARREST,3802(c),DUI - Highest Rate of Alcohol - BAC >= .16%,2015-03-14T19:45:00,Ohio River Blvd & West End Bridge Ramp,East Allegheny,1
21759,ARREST,3503.B1I,DEF. TRESPASS ACTUAL COMMUNICATION,2015-03-14T20:09:00,S 15th St & E Carson St,South Side Flats,3
21760,ARREST,5104,Resisting Arrest or Other Law Enforcement.,2015-03-14T20:09:00,S 15th St & E Carson St,South Side Flats,3
21761,ARREST,5503,Disorderly Conduct.,2015-03-14T20:09:00,S 15th St & E Carson St,South Side Flats,3
21762,ARREST,5505,Public Drunkenness,2015-03-14T20:09:00,S 15th St & E Carson St,South Side Flats,3
21823,OFFENSE 2.0,2702,Aggravated Assault.,2015-03-14T20:09:00,300 block Ella St,Bloomfield,5
21824,OFFENSE 2.0,2705,Recklessly Endangering Another Person.,2015-03-14T20:09:00,300 block Ella St,Bloomfield,5
21845,OFFENSE 2.0,13(a)(31),Marijuana: Possession Small Amount,2015-03-14T20:12:00,Cape May Ave & West Liberty Ave,Beechview,6
21846,OFFENSE 2.0,3111,Obedience to Traffic-Control Devices.,2015-03-14T20:12:00,Cape May Ave & West Liberty Ave,Beechview,6
21847,ARREST,13(a)(31),Marijuana: Possession Small Amount,2015-03-14T20:12:00,Cape May Ave & West Liberty Ave,Beechview,6
21848,ARREST,3111,Obedience to Traffic-Control Devices.,2015-03-14T20:12:00,Cape May Ave & West Liberty Ave,Beechview,6
21763,OFFENSE 2.0,3503.B1I,DEF. TRESPASS ACTUAL COMMUNICATION,2015-03-14T20:15:00,S 15th St & E Carson St,South Side Flats,3
21764,OFFENSE 2.0,5104,Resisting Arrest or Other Law Enforcement.,2015-03-14T20:15:00,S 15th St & E Carson St,South Side Flats,3
21765,OFFENSE 2.0,5505,Public Drunkenness,2015-03-14T20:15:00,S 15th St & E Carson St,South Side Flats,3
21766,OFFENSE 2.0,5503,Disorderly Conduct.,2015-03-14T20:15:00,S 15th St & E Carson St,South Side Flats,3
21825,ARREST,2702,Aggravated Assault.,2015-03-14T20:35:00,300 block Ella St,Bloomfield,5
21826,ARREST,2705,Recklessly Endangering Another Person.,2015-03-14T20:35:00,300 block Ella St,Bloomfield,5
21827,OFFENSE 2.0,3502,Burglary.,2015-03-14T20:58:00,6600 block Frankstown Ave,Larimer,5
21767,OFFENSE 2.0,2701(b)(1),Simple Assault - Fight or Scuffle Entered by Mutual Consent,2015-03-14T21:26:00,100 block S 18th St,South Side Flats,3
21768,OFFENSE 2.0,5104,Resisting Arrest or Other Law Enforcement.,2015-03-14T21:26:00,100 block S 18th St,South Side Flats,3
21769,OFFENSE 2.0,3304(a)(5),CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2015-03-14T21:26:00,100 block S 18th St,South Side Flats,3
21770,OFFENSE 2.0,5503(a)(1),DISORDERLY CONDUCT - ENGAGE IN FIGHTING,2015-03-14T21:26:00,100 block S 18th St,South Side Flats,3
21771,ARREST,5104,Resisting Arrest or Other Law Enforcement.,2015-03-14T21:30:00,100 block S 18th St,South Side Flats,3
21772,ARREST,5503,Disorderly Conduct.,2015-03-14T21:30:00,100 block S 18th St,South Side Flats,3
21773,ARREST,2701,Simple Assault.,2015-03-14T21:30:00,100 block S 18th St,South Side Flats,3
21774,ARREST,3304,Criminal Mischief.,2015-03-14T21:30:00,100 block S 18th St,South Side Flats,3
21775,ARREST,5104,Resisting Arrest or Other Law Enforcement.,2015-03-14T21:30:00,100 block S 18th St,South Side Flats,3
21776,ARREST,5503,Disorderly Conduct.,2015-03-14T21:30:00,100 block S 18th St,South Side Flats,3
21777,ARREST,2701,Simple Assault.,2015-03-14T21:30:00,100 block S 18th St,South Side Flats,3
21779,ARREST,3304,Criminal Mischief.,2015-03-14T21:30:00,100 block S 18th St,South Side Flats,3
21828,ARREST,2701,Simple Assault.,2015-03-14T22:10:00,200 block Taylor St,Bloomfield,5
21829,ARREST,2701,Simple Assault.,2015-03-14T22:10:00,200 block Taylor St,Bloomfield,5
21830,OFFENSE 2.0,2701,Simple Assault.,2015-03-14T22:10:00,200 block Taylor St,Bloomfield,5
21668,OFFENSE 2.0,9488,False  Burglar Alarm,2015-03-14T22:37:00,3200 block Orleans St,Perry North,1
21780,OFFENSE 2.0,3743,Accidents Involving Damage to Attended Veh. or Property,2015-03-14T23:00:00,Saw Mill Run Blvd & Woodruff St,Duquesne Heights,3
21831,OFFENSE 2.0,13(a)(16),Possession of Controlled Substance,2015-03-14T23:19:00,600 block N Beatty St,East Liberty,5
21832,OFFENSE 2.0,13(a)(32),Paraphernalia - Use or Possession,2015-03-14T23:19:00,600 block N Beatty St,East Liberty,5
21833,OFFENSE 2.0,3743,Accidents Involving Damage to Attended Veh. or Property,2015-03-14T23:21:00,6600 block Frankstown Ave,Larimer,5
21849,OFFENSE 2.0,3304,Criminal Mischief.,2015-03-14T23:37:00,900 block Brookline Blvd,Brookline,6
21834,ARREST,13(a)(16),Possession of Controlled Substance,2015-03-14T23:40:00,600 block N Beatty St,East Liberty,5
21835,ARREST,13(a)(32),Paraphernalia - Use or Possession,2015-03-14T23:40:00,600 block N Beatty St,East Liberty,5
21873,OFFENSE 2.0,2902,Unlawful Restraint.,2015-03-15T00:01:00,3800 block Clement Way,Lower Lawrenceville,2
21874,OFFENSE 2.0,2701,Simple Assault.,2015-03-15T00:01:00,3800 block Clement Way,Lower Lawrenceville,2
21982,OFFENSE 2.0,3802(a)(1),DUI - General Impairment,2015-03-15T00:02:00,700 block Chartiers Ave,Elliott,6
21850,OFFENSE 2.0,29,Missing Juvenile,2015-03-15T00:10:00,200 block Ridge Ave,Allegheny Center,1
21983,OFFENSE 2.0,29,Missing Juvenile,2015-03-15T00:11:00,1400 block Crucible St,Crafton Heights,6
21984,ARREST,3802(a)(1),DUI - General Impairment,2015-03-15T00:20:00,700 block Chartiers Ave,Elliott,6
21943,OFFENSE 2.0,3304,Criminal Mischief.,2015-03-15T00:30:00,3300 block Niagara St,South Oakland,4
21851,OFFENSE 2.0,2701,Simple Assault.,2015-03-15T00:35:00,N Franklin St & Chateau St,Manchester,1
21852,OFFENSE 2.0,29,Missing Juvenile,2015-03-15T00:35:00,2000 block Termon Ave,Brighton Heights,1
21897,ARREST,5505,Public Drunkenness,2015-03-15T00:35:00,1300 block E Carson St,South Side Flats,3
21898,OFFENSE 2.0,2701,Simple Assault.,2015-03-15T00:35:00,1300 block E Carson St,South Side Flats,3
21899,OFFENSE 2.0,3503.B1I,DEF. TRESPASS ACTUAL COMMUNICATION,2015-03-15T00:35:00,1300 block E Carson St,South Side Flats,3
21900,OFFENSE 2.0,2702,Aggravated Assault.,2015-03-15T00:35:00,1300 block E Carson St,South Side Flats,3
21901,OFFENSE 2.0,5104,Resisting Arrest or Other Law Enforcement.,2015-03-15T00:35:00,1300 block E Carson St,South Side Flats,3
21902,ARREST,5503(a)(1),DISORDERLY CONDUCT - ENGAGE IN FIGHTING,2015-03-15T00:35:00,1300 block E Carson St,South Side Flats,3
21903,OFFENSE 2.0,5505,Public Drunkenness,2015-03-15T00:35:00,1300 block E Carson St,South Side Flats,3
21904,ARREST,2701,Simple Assault.,2015-03-15T00:35:00,1300 block E Carson St,South Side Flats,3
21905,ARREST,2702,Aggravated Assault.,2015-03-15T00:35:00,1300 block E Carson St,South Side Flats,3
21906,ARREST,3503.B1I,DEF. TRESPASS ACTUAL COMMUNICATION,2015-03-15T00:35:00,1300 block E Carson St,South Side Flats,3
21907,ARREST,5104,Resisting Arrest or Other Law Enforcement.,2015-03-15T00:35:00,1300 block E Carson St,South Side Flats,3
21908,OFFENSE 2.0,5503(a)(1),DISORDERLY CONDUCT - ENGAGE IN FIGHTING,2015-03-15T00:35:00,1300 block E Carson St,South Side Flats,3
21853,ARREST,2701,Simple Assault.,2015-03-15T00:40:00,N Franklin St & Chateau St,Manchester,1
21944,OFFENSE 2.0,3802(a)(1),DUI - General Impairment,2015-03-15T00:54:00,Kentucky Ave & Bellefonte St,Shadyside,4
21945,OFFENSE 2.0,4302,Periods for Requiring Lighted Lamps.,2015-03-15T00:54:00,Kentucky Ave & Bellefonte St,Shadyside,4
21854,OFFENSE 2.0,5505,Public Drunkenness,2015-03-15T00:58:00,Mazeroski Way & North Shore Dr,North Shore,1
21985,OFFENSE 2.0,9488,False  Burglar Alarm,2015-03-15T00:58:00,700 block Mayville Ave,Brookline,6
21965,OFFENSE 2.0,3921,Theft by Unlawful Taking or Disposition.,2015-03-15T00:59:00,1300 block Manning St,Lincoln-Lemington-Belmar,5
21875,OFFENSE 2.0,3921(a),Theft by Unlawful Taking or Disposition - Movable item,2015-03-15T01:00:00,400 block Smithfield St,Golden Triangle/Civic Arena,2
21909,OFFENSE 2.0,3921,Theft by Unlawful Taking or Disposition.,2015-03-15T01:00:00,1700 block E Carson St,South Side Flats,3
21946,ARREST,3802(a)(1),DUI - General Impairment,2015-03-15T01:04:00,Kentucky Ave & Bellefonte St,Shadyside,4
21947,ARREST,4302,Periods for Requiring Lighted Lamps.,2015-03-15T01:04:00,Kentucky Ave & Bellefonte St,Shadyside,4
21948,ARREST,9015,Failure To Appear/Arrest on Attachment Order,2015-03-15T01:07:00,200 block Atwood St,East Allegheny,4
21966,OFFENSE 2.0,29,Missing Juvenile,2015-03-15T01:08:00,900 block N Negley Ave,Highland Park,5
21910,OFFENSE 2.0,3304,Criminal Mischief.,2015-03-15T01:38:00,E Carson St & S 18th St,South Side Flats,3
21876,ARREST,3502,Burglary.,2015-03-15T01:54:00,2400 block Chauncey Dr,Bedford Dwellings,2
21877,ARREST,5511,Cruelty to Animals.,2015-03-15T01:54:00,2400 block Chauncey Dr,Bedford Dwellings,2
21878,ARREST,907,Possessing Instruments of Crime.,2015-03-15T01:54:00,2400 block Chauncey Dr,Bedford Dwellings,2
21879,OFFENSE 2.0,3502,Burglary.,2015-03-15T01:54:00,2400 block Chauncey Dr,Bedford Dwellings,2
21880,OFFENSE 2.0,907,Possessing Instruments of Crime.,2015-03-15T01:54:00,2400 block Chauncey Dr,Bedford Dwellings,2
21881,OFFENSE 2.0,5511,Cruelty to Animals.,2015-03-15T01:54:00,2400 block Chauncey Dr,Bedford Dwellings,2
21882,ARREST,3921,Theft by Unlawful Taking or Disposition.,2015-03-15T02:14:00,900 block Penn Ave,Golden Triangle/Civic Arena,2
21911,OFFENSE 2.0,5505,Public Drunkenness,2015-03-15T02:15:00,S 19th St & E Carson St,South Side Flats,3
21912,OFFENSE 2.0,3111,Obedience to Traffic-Control Devices.,2015-03-15T02:28:00,E Carson St & S 6th St,South Side Flats,3
21913,OFFENSE 2.0,3802(a)(1),DUI - General Impairment,2015-03-15T02:28:00,E Carson St & S 6th St,South Side Flats,3
21892,OFFENSE 2.0,2702,Aggravated Assault.,2015-03-15T02:30:00,500 block Lloyd St,Point Breeze,4
21949,OFFENSE 2.0,3304,Criminal Mischief.,2015-03-15T02:30:00,500 block Lloyd St,Point Breeze,4
21950,ARREST,2702,Aggravated Assault.,2015-03-15T02:38:00,500 block Lloyd St,Point Breeze,4
21951,ARREST,3304,Criminal Mischief.,2015-03-15T02:38:00,500 block Lloyd St,Point Breeze,4
21915,OFFENSE 2.0,5505,Public Drunkenness,2015-03-15T02:40:00,1600 block E Carson St,South Side Flats,3
21916,ARREST,3802(a)(1),DUI - General Impairment,2015-03-15T02:40:00,E Carson St & S 6th St,South Side Flats,3
21917,ARREST,3111,Obedience to Traffic-Control Devices.,2015-03-15T02:40:00,E Carson St & S 6th St,South Side Flats,3
21855,OFFENSE 2.0,3921(a),Theft by Unlawful Taking or Disposition - Movable item,2015-03-15T02:45:00,300 block Cedar Ave,East Allegheny,1
21952,ARREST,2709(a)(5),Harassment Communicates Repeatedly in Anonymous Manner,2015-03-15T02:50:00,600 block Calera St,Hays,4
21856,OFFENSE 2.0,607.03,Discharging Firearm or Airgun,2015-03-15T03:07:00,1400 block Geyer Ave,Marshall-Shadeland,1
21857,OFFENSE 2.0,3304,Criminal Mischief.,2015-03-15T03:07:00,1400 block Geyer Ave,Marshall-Shadeland,1
21858,OFFENSE 2.0,2709(a),Harassment.,2015-03-15T03:07:00,1400 block Geyer Ave,Marshall-Shadeland,1
21859,OFFENSE 2.0,2705,Recklessly Endangering Another Person.,2015-03-15T03:07:00,1400 block Geyer Ave,Marshall-Shadeland,1
21967,OFFENSE 2.0,6106,Firearms not to be Carried without a License.,2015-03-15T03:10:00,Putnam St & Frankstown Ave,Larimer,5
21968,ARREST,6106,Firearms not to be Carried without a License.,2015-03-15T03:10:00,Putnam St & Frankstown Ave,Larimer,5
21986,OFFENSE 2.0,2702,Aggravated Assault.,2015-03-15T03:25:00,3100 block Allendale St,Sheraden,6
21918,OFFENSE 2.0,901,Criminal Attempt,2015-03-15T03:28:00,2100 block Larkins Way,South Side Flats,3
21919,OFFENSE 2.0,5506,Loitering and Prowling at Night,2015-03-15T03:28:00,2100 block Larkins Way,South Side Flats,3
21920,OFFENSE 2.0,5505,Public Drunkenness,2015-03-15T03:28:00,2100 block Larkins Way,South Side Flats,3
21921,OFFENSE 2.0,3304,Criminal Mischief.,2015-03-15T03:28:00,2100 block Larkins Way,South Side Flats,3
21922,OFFENSE 2.0,3934,Theft from Vehicle,2015-03-15T03:28:00,2100 block Larkins Way,South Side Flats,3
21923,ARREST,901,Criminal Attempt,2015-03-15T03:35:00,2100 block Larkins Way,South Side Flats,3
21924,ARREST,5506,Loitering and Prowling at Night,2015-03-15T03:35:00,2100 block Larkins Way,South Side Flats,3
21925,ARREST,5505,Public Drunkenness,2015-03-15T03:35:00,2100 block Larkins Way,South Side Flats,3
21926,ARREST,3934,Theft from Vehicle,2015-03-15T03:35:00,2100 block Larkins Way,South Side Flats,3
21927,ARREST,3304,Criminal Mischief.,2015-03-15T03:35:00,2100 block Larkins Way,South Side Flats,3
21883,OFFENSE 2.0,3921,Theft by Unlawful Taking or Disposition.,2015-03-15T03:51:00,900 block Liberty Ave,Golden Triangle/Civic Arena,2
21969,OFFENSE 2.0,2701,Simple Assault.,2015-03-15T04:00:00,Broad St & Sheridan Sq,East Liberty,5
21970,OFFENSE 2.0,2705,Recklessly Endangering Another Person.,2015-03-15T04:00:00,Broad St & Sheridan Sq,East Liberty,5
21971,OFFENSE 2.0,3701,Robbery.,2015-03-15T04:00:00,Broad St & Sheridan Sq,East Liberty,5
21928,OFFENSE 2.0,9490,Missing Persons (18 and Over),2015-03-15T04:02:00,1500 block E Carson St,South Side Flats,3
21987,OFFENSE 2.0,9488,False  Burglar Alarm,2015-03-15T04:21:00,500 block S Main St,West End,6
21953,OFFENSE 2.0,3921,Theft by Unlawful Taking or Disposition.,2015-03-15T04:30:00,200 block Mansion St,Hazelwood,4
21954,OFFENSE 2.0,2701,Simple Assault.,2015-03-15T04:30:00,200 block Mansion St,Hazelwood,4
21955,OFFENSE 2.0,3502,Burglary.,2015-03-15T04:30:00,200 block Mansion St,Hazelwood,4
21956,OFFENSE 2.0,2706,Terroristic Threats.,2015-03-15T04:30:00,200 block Mansion St,Hazelwood,4
21988,OFFENSE 2.0,3304,Criminal Mischief.,2015-03-15T04:30:00,1900 block Altmar St,Brookline,6
21990,OFFENSE 2.0,9999,9999 - (Misc. Incident): Shots Fired,2015-03-15T04:36:00,1400 block Berry St,Sheraden,6
21957,OFFENSE 2.0,3503,Criminal Trespass,2015-03-15T04:50:00,500 block East End Ave,Point Breeze,4
21958,ARREST,3503,Criminal Trespass,2015-03-15T04:50:00,500 block East End Ave,Point Breeze,4
21972,ARREST,2701,Simple Assault.,2015-03-15T05:00:00,Broad St & Sheridan Sq,East Liberty,5
21973,ARREST,2705,Recklessly Endangering Another Person.,2015-03-15T05:00:00,Broad St & Sheridan Sq,East Liberty,5
21974,ARREST,3701,Robbery.,2015-03-15T05:00:00,Broad St & Sheridan Sq,East Liberty,5
21975,OFFENSE 2.0,9497,Aided Case,2015-03-15T05:55:00,Bennett St & Oakwood St,Homewood South,5
21991,OFFENSE 2.0,3934,Theft from Vehicle,2015-03-15T06:05:00,1900 block Jacob St,Brookline,6
21992,OFFENSE 2.0,3304,Criminal Mischief.,2015-03-15T06:30:00,900 block Valonia St,Elliott,6
21860,OFFENSE 2.0,3304,Criminal Mischief.,2015-03-15T06:40:00,2000 block Spring Garden Ave,Spring Garden,1
21884,ARREST,2701,Simple Assault.,2015-03-15T07:30:00,600 block 1st Ave,Golden Triangle/Civic Arena,2
21861,OFFENSE 2.0,9488,False  Burglar Alarm,2015-03-15T07:59:00,1500 block Froman St,Troy Hill-Herrs Island,1
21959,OFFENSE 2.0,3304,Criminal Mischief.,2015-03-15T09:00:00,4000 block Bigelow Blvd,North Oakland,4
21993,OFFENSE 2.0,3934,Theft from Vehicle,2015-03-15T09:15:00,3700 block Haven St,Windgap,6
21960,OFFENSE 2.0,3502,Burglary.,2015-03-15T09:30:00,200 block Spahr St,Shadyside,4
21994,OFFENSE 2.0,3934,Theft from Vehicle,2015-03-15T09:50:00,3600 block Celina Pl,Windgap,6
21995,OFFENSE 2.0,3934,Theft from Vehicle,2015-03-15T10:00:00,3700 block Haven St,Windgap,6
21862,OFFENSE 2.0,9490,Missing Persons (18 and Over),2015-03-15T10:45:00,4000 block Perrysville Ave,Perry North,1
21885,OFFENSE 2.0,3745,Accidents Involving Damage to Unattended Veh.or Prop.,2015-03-15T11:00:00,Forbes Ave & Grant St,Golden Triangle/Civic Arena,2
21886,OFFENSE 2.0,3304,Criminal Mischief.,2015-03-15T11:10:00,2600 block Centre Ave,Terrace Village,2
21887,OFFENSE 2.0,3928,Unauthorized Use of Automobile and Other Vehicles.,2015-03-15T11:10:00,2600 block Centre Ave,Terrace Village,2
21888,OFFENSE 2.0,3743,Accidents Involving Damage to Attended Veh. or Property,2015-03-15T11:20:00,I-376 & Grant St Ramp,Bluff,2
21961,OFFENSE 2.0,3934,Theft from Vehicle,2015-03-15T11:30:00,600 block S Lang Ave,Point Breeze,4
21962,OFFENSE 2.0,3921,Theft by Unlawful Taking or Disposition.,2015-03-15T12:00:00,2300 block Pittock St,Squirrel Hill South,4
21889,OFFENSE 2.0,2709(a)(1),Harassment by Physical Contact  or Attempts or Threats,2015-03-15T12:10:00,500 block Herron Ave,Upper Hill,2
21996,OFFENSE 2.0,4106,Access Device Fraud,2015-03-15T12:20:00,2600 block Winchester Dr,Banksville,6
21997,OFFENSE 2.0,3921,Theft by Unlawful Taking or Disposition.,2015-03-15T12:20:00,2600 block Winchester Dr,Banksville,6
21863,OFFENSE 2.0,9488,False  Burglar Alarm,2015-03-15T12:35:00,1800 block Rialto St,Troy Hill-Herrs Island,1
21976,OFFENSE 2.0,3502,Burglary.,2015-03-15T13:00:00,5700 block Baum Blvd,East Liberty,5
21998,OFFENSE 2.0,3934,Theft from Vehicle,2015-03-15T13:30:00,1600 block Bellaire Pl,Brookline,6
21999,OFFENSE 2.0,4106,Access Device Fraud,2015-03-15T14:20:00,700 block Brookline Blvd,Brookline,6
21890,OFFENSE 2.0,3934,Theft from Vehicle,2015-03-15T14:25:00,Eckstein Pl & Wadsworth St,Terrace Village,2
21891,OFFENSE 2.0,3304,Criminal Mischief.,2015-03-15T14:25:00,Eckstein Pl & Wadsworth St,Terrace Village,2
22000,OFFENSE 2.0,3921(a),Theft by Unlawful Taking or Disposition - Movable item,2015-03-15T15:00:00,Arnold St,Crafton Heights,6
21893,ARREST,1786,Required Financial Responsibility.,2015-03-15T15:15:00,600 block 1st Ave,Golden Triangle/Civic Arena,2
21894,ARREST,3743,Accidents Involving Damage to Attended Veh. or Property,2015-03-15T15:15:00,600 block 1st Ave,Golden Triangle/Civic Arena,2
21929,OFFENSE 2.0,3745,Accidents Involving Damage to Unattended Veh.or Prop.,2015-03-15T15:15:00,2300 block Spokane Ave,Carrick,3
21930,OFFENSE 2.0,3745,Accidents Involving Damage to Unattended Veh.or Prop.,2015-03-15T15:15:00,2300 block Spokane Ave,Carrick,3
21931,ARREST,5505,Public Drunkenness,2015-03-15T15:25:00,S 18th St & E Carson St,South Side Flats,3
21932,OFFENSE 2.0,5503,Disorderly Conduct.,2015-03-15T15:25:00,S 18th St & E Carson St,South Side Flats,3
21933,OFFENSE 2.0,5505,Public Drunkenness,2015-03-15T15:25:00,S 18th St & E Carson St,South Side Flats,3
21934,ARREST,5503,Disorderly Conduct.,2015-03-15T15:25:00,S 18th St & E Carson St,South Side Flats,3
21977,ARREST,3921,Theft by Unlawful Taking or Disposition.,2015-03-15T15:26:00,4000 block Penn Ave,Bloomfield,5
21978,OFFENSE 2.0,9093,Indirect Criminal Contempt,2015-03-15T15:30:00,500 block Karl St,East Hills,5
22001,OFFENSE 2.0,3502,Burglary.,2015-03-15T16:00:00,2000 block Altmar St,Brookline,6
21963,OFFENSE 2.0,3304,Criminal Mischief.,2015-03-15T16:00:00,300 block Atwood St,Central Oakland,4
21964,OFFENSE 2.0,3502,Burglary.,2015-03-15T16:00:00,300 block Atwood St,Central Oakland,4
21979,OFFENSE 2.0,9497,Aided Case,2015-03-15T16:14:00,1300 block Paulson Ave,Lincoln-Lemington-Belmar,5
21935,OFFENSE 2.0,29,Missing Juvenile,2015-03-15T16:36:00,100 block Bausman St,Knoxville,3
21789,OFFENSE 2.0,3304,Criminal Mischief.,2015-03-15T16:54:00,300 block Penfort St,Northview Heights,1
21864,OFFENSE 2.0,9501,Bench Warrant,2015-03-15T16:54:00,300 block Penfort St,Northview Heights,1
21936,ARREST,3503.B1I,DEF. TRESPASS ACTUAL COMMUNICATION,2015-03-15T17:00:00,800 block Estella Ave,Golden Triangle/Civic Arena,3
21739,ARREST,9501,Bench Warrant,2015-03-15T17:05:00,300 block Penfort St,Northview Heights,1
21815,OFFENSE 2.0,3502,Burglary.,2015-03-15T17:05:00,900 block Woods Run Ave,Marshall-Shadeland,1
21865,OFFENSE 2.0,3701,Robbery.,2015-03-15T17:05:00,900 block Woods Run Ave,Marshall-Shadeland,1
21937,OFFENSE 2.0,3743,Accidents Involving Damage to Attended Veh. or Property,2015-03-15T17:15:00,West End Brg & West End Cir,South Shore,3
22002,OFFENSE 2.0,2705,Recklessly Endangering Another Person.,2015-03-15T17:55:00,1100 block Oetting St,Sheraden,6
22003,OFFENSE 2.0,2701(a)(1),Simple Assault - Intent.  Know.  Reckless.Cause Bod. Injury,2015-03-15T17:55:00,1100 block Oetting St,Sheraden,6
22004,OFFENSE 2.0,2709(a)(1),Harassment by Physical Contact  or Attempts or Threats,2015-03-15T17:55:00,1100 block Oetting St,Sheraden,6
21938,OFFENSE 2.0,9496,Dead on Arrival (DOA),2015-03-15T18:17:00,400 block Augusta St,Duquesne Heights,3
22005,OFFENSE 2.0,2701,Simple Assault.,2015-03-15T18:30:00,700 block Rudolph St,Elliott,6
22006,OFFENSE 2.0,3304,Criminal Mischief.,2015-03-15T18:30:00,700 block Rudolph St,Elliott,6
22007,OFFENSE 2.0,2702,Aggravated Assault.,2015-03-15T18:30:00,700 block Rudolph St,Elliott,6
22008,OFFENSE 2.0,5104,Resisting Arrest or Other Law Enforcement.,2015-03-15T18:30:00,700 block Rudolph St,Elliott,6
21866,OFFENSE 2.0,9093,Indirect Criminal Contempt,2015-03-15T19:15:00,1700 block Belleau Dr,Fineview,1
21939,OFFENSE 2.0,13(a)(16),Possession of Controlled Substance,2015-03-15T19:40:00,E Amanda Ave & Jucunda St,Knoxville,3
21940,OFFENSE 2.0,13(a)(30),Possession w/ Intent to Del. Controlled Substance,2015-03-15T19:40:00,E Amanda Ave & Jucunda St,Knoxville,3
21895,OFFENSE 2.0,9488,False  Burglar Alarm,2015-03-15T19:48:00,2000 block Penn Ave,Strip District,2
21867,OFFENSE 2.0,2702,Aggravated Assault.,2015-03-15T19:50:00,700 block East St,East Allegheny,1
22009,OFFENSE 2.0,9012,Non-Violent Domestic,2015-03-15T20:11:00,3100 block Allendale St,Sheraden,6
21941,OFFENSE 2.0,2709(a),Harassment.,2015-03-15T20:16:00,800 block Boggs Ave,Mount Washington,3
21942,OFFENSE 2.0,9999,9999 - (Misc. Incident): ,2015-03-15T20:27:00,Becks Run Rd & E Agnew Ave,Carrick,3
21896,OFFENSE 2.0,9123,Miscellaneous Fire Other Investigation to Continue,2015-03-15T20:30:00,1900 block Bedford Ave,Crawford-Roberts,2
21914,OFFENSE 2.0,3701,Robbery.,2015-03-15T20:50:00,Ellsworth Ave & Spahr St,Shadyside,4
21868,OFFENSE 2.0,29,Missing Juvenile,2015-03-15T21:00:00,2000 block Termon Ave,Brighton Heights,1
21869,OFFENSE 2.0,29,Missing Juvenile,2015-03-15T21:00:00,2000 block Termon Ave,Brighton Heights,1
21980,OFFENSE 2.0,9999,9999 - (Misc. Incident): ,2015-03-15T21:15:00,Washington Blvd & Highland Dr,Highland Park,5
21870,OFFENSE 2.0,3304,Criminal Mischief.,2015-03-15T21:23:00,200 block Bascom Ave,East Allegheny,1
21871,OFFENSE 2.0,3304,Criminal Mischief.,2015-03-15T21:30:00,400 block Venture St,Perry North,1
22010,OFFENSE 2.0,1311,Registration Card to be Signed and Exhibited on Demand.,2015-03-15T23:20:00,100 block Grasmere St,Oakwood,6
22011,OFFENSE 2.0,3745,Accidents Involving Damage to Unattended Veh.or Prop.,2015-03-15T23:20:00,100 block Grasmere St,Oakwood,6
22012,OFFENSE 2.0,1511,Carrying and Exhibiting Driver's License on Demand.,2015-03-15T23:20:00,100 block Grasmere St,Oakwood,6
22013,OFFENSE 2.0,1786,Required Financial Responsibility.,2015-03-15T23:20:00,100 block Grasmere St,Oakwood,6
22014,OFFENSE 2.0,3736,Reckless Driving,2015-03-15T23:20:00,100 block Grasmere St,Oakwood,6
21981,OFFENSE 2.0,9093,Indirect Criminal Contempt,2015-03-15T23:30:00,600 block Singer Pl,East Hills,5
22015,ARREST,5104,Resisting Arrest or Other Law Enforcement.,2015-03-15T23:40:00,700 block Rudolph St,Elliott,6
22016,ARREST,2702,Aggravated Assault.,2015-03-15T23:40:00,700 block Rudolph St,Elliott,6
22017,ARREST,2701,Simple Assault.,2015-03-15T23:40:00,700 block Rudolph St,Elliott,6
22018,ARREST,3304,Criminal Mischief.,2015-03-15T23:40:00,700 block Rudolph St,Elliott,6
21872,OFFENSE 2.0,9488,False  Burglar Alarm,2015-03-15T23:45:00,100 block Federal St S,North Shore,1
22094,OFFENSE 2.0,3925,Receiving Stolen Property.,2015-03-16T00:56:00,Bausman St & Grape St,Knoxville,3
22093,ARREST,3925,Receiving Stolen Property.,2015-03-16T00:56:00,Bausman St & Grape St,Knoxville,3
22065,OFFENSE 2.0,3743,Accidents Involving Damage to Attended Veh. or Property,2015-03-16T02:05:00,Liberty Ave & 40th St,Lower Lawrenceville,2
22095,OFFENSE 2.0,2701,Simple Assault.,2015-03-16T02:15:00,Jacob St,South Side Flats,3
22019,OFFENSE 2.0,9494,Summary Warrants,2015-03-16T02:15:00,Antrim St & Kalorama Way,Brighton Heights,1
22096,ARREST,2701,Simple Assault.,2015-03-16T02:30:00,Jacob St,South Side Flats,3
22066,OFFENSE 2.0,9496,Dead on Arrival (DOA),2015-03-16T02:40:00,600 block Protectory Pl,Crawford-Roberts,2
22020,ARREST,9494,Summary Warrants,2015-03-16T04:00:00,Antrim St & Kalorama Way,Brighton Heights,1
22097,OFFENSE 2.0,9488,False  Burglar Alarm,2015-03-16T04:38:00,400 block S 27th St,South Side Flats,3
22121,OFFENSE 2.0,3934,Theft from Vehicle,2015-03-16T07:30:00,5500 block Hampton St,Highland Park,5
