_id,REPORT_NAME,SECTION,DESCRIPTION,ARREST_TIME,ADDRESS,NEIGHBORHOOD,ZONE
25503,OFFENSE 2.0,9501,Bench Warrant,2015-04-07T15:49:00,1000 block Fairfield St,Stanton Heights,5
25423,OFFENSE 2.0,9999,9999 - (Misc. Incident): ,2015-04-07T15:50:00,100 block Home St,Central Lawrenceville,2
25424,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-07T15:55:00,400 block 5th Ave,Golden Triangle/Civic Arena,2
25425,OFFENSE 2.0,3929(a)(1),Retail Theft; takes possession of  carries away  or transfers displayed merchandise,2015-04-07T15:55:00,400 block 5th Ave,Golden Triangle/Civic Arena,2
25426,OFFENSE 2.0,3929(a)(5),Retail Theft; destroys  removes  damages control tag or security strip mechanism,2015-04-07T15:55:00,400 block 5th Ave,Golden Triangle/Civic Arena,2
25482,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-07T16:00:00,1200 block Leaside Dr,Lincoln Place,4
25428,ARREST,3929(a)(5),Retail Theft; destroys  removes  damages control tag or security strip mechanism,2015-04-07T16:15:00,400 block 5th Ave,Golden Triangle/Civic Arena,2
25429,ARREST,3304,Criminal Mischief.,2015-04-07T16:15:00,400 block 5th Ave,Golden Triangle/Civic Arena,2
25430,ARREST,3929(a)(1),Retail Theft; takes possession of  carries away  or transfers displayed merchandise,2015-04-07T16:15:00,400 block 5th Ave,Golden Triangle/Civic Arena,2
25378,ARREST,9501,Bench Warrant,2015-04-07T16:29:00,Federal St N & Parkhurst St,Central Northside,1
25379,OFFENSE 2.0,9501,Bench Warrant,2015-04-07T16:29:00,Federal St N & Parkhurst St,Central Northside,1
25380,OFFENSE 2.0,13(a)(16),Possession of Controlled Substance,2015-04-07T16:29:00,Federal St N & Parkhurst St,Central Northside,1
25381,OFFENSE 2.0,13(a)(30),Possession w/ Intent to Del. Controlled Substance,2015-04-07T16:29:00,Federal St N & Parkhurst St,Central Northside,1
25504,ARREST,9501,Bench Warrant,2015-04-07T16:30:00,1000 block Fairfield St,Stanton Heights,5
25431,OFFENSE 2.0,3743,Accidents Involving Damage to Attended Veh. or Property,2015-04-07T16:35:00,Ross St & 5th Ave,Golden Triangle/Civic Arena,2
23705,OFFENSE 2.0,3502,Burglary.,2015-04-07T16:45:00,700 block Dunster St,Brookline,6
25505,OFFENSE 2.0,3745,Accidents Involving Damage to Unattended Veh.or Prop.,2015-04-07T17:30:00,300 block Stratford Ave,Friendship,5
25483,OFFENSE 2.0,3743,Accidents Involving Damage to Attended Veh. or Property,2015-04-07T17:35:00,Craft Ave & 5th Ave,South Oakland,4
25484,OFFENSE 2.0,3745,Accidents Involving Damage to Unattended Veh.or Prop.,2015-04-07T18:00:00,300 block S Bouquet St,Central Oakland,4
25485,OFFENSE 2.0,3921,Theft by Unlawful Taking or Disposition.,2015-04-07T18:00:00,500 block S Highland Ave,Shadyside,4
25506,OFFENSE 2.0,3921,Theft by Unlawful Taking or Disposition.,2015-04-07T18:00:00,7100 block Race St,Homewood North,5
25458,OFFENSE 2.0,9999,9999 - (Misc. Incident): ,2015-04-07T18:30:00,2600 block Sumner St,South Side Slopes,3
25459,OFFENSE 2.0,3925,Receiving Stolen Property.,2015-04-07T18:30:00,Brownsville Rd & Mc Kinley St,Knoxville,3
25382,ARREST,13(a)(31),Marijuana: Possession Small Amount,2015-04-07T18:42:00,200 block Carrington St,Central Northside,1
25383,OFFENSE 2.0,3334,Turning Movements and Required Signals.,2015-04-07T18:42:00,200 block Carrington St,Central Northside,1
25384,OFFENSE 2.0,1543,Driving While Operating Privilege is Suspended or Revoked.,2015-04-07T18:42:00,200 block Carrington St,Central Northside,1
25385,OFFENSE 2.0,13(a)(31),Marijuana: Possession Small Amount,2015-04-07T18:42:00,200 block Carrington St,Central Northside,1
25386,ARREST,3334,Turning Movements and Required Signals.,2015-04-07T18:42:00,200 block Carrington St,Central Northside,1
25387,ARREST,1543,Driving While Operating Privilege is Suspended or Revoked.,2015-04-07T18:42:00,200 block Carrington St,Central Northside,1
25486,OFFENSE 2.0,3502,Burglary.,2015-04-07T19:00:00,4700 block Ellsworth Ave,Shadyside,4
25507,OFFENSE 2.0,3502,Burglary.,2015-04-07T19:45:00,2200 block Wilner Dr,East Hills,5
25487,OFFENSE 2.0,3934,Theft from Vehicle,2015-04-07T19:50:00,300 block Denniston St,Shadysid,4
25488,ARREST,2701,Simple Assault.,2015-04-07T19:52:00,7400 block Penn Ave,Point Breeze North,4
25489,ARREST,9093,Indirect Criminal Contempt,2015-04-07T19:52:00,7400 block Penn Ave,Point Breeze North,4
25490,ARREST,3921,Theft by Unlawful Taking or Disposition.,2015-04-07T19:52:00,7400 block Penn Ave,Point Breeze North,4
25491,ARREST,3304,Criminal Mischief.,2015-04-07T19:52:00,7400 block Penn Ave,Point Breeze North,4
25492,ARREST,2902,Unlawful Restraint.,2015-04-07T19:52:00,7400 block Penn Ave,Point Breeze North,4
25388,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-07T20:00:00,1000 block California Ave,California-Kirkbride,1
25390,OFFENSE 2.0,4910,Tampering with or Fabricating Physical Evidence.,2015-04-07T20:10:00,Henderson St & Fountain St,Central Northside,1
25392,ARREST,13(a)(16),Possession of Controlled Substance,2015-04-07T20:10:00,Henderson St & Fountain St,Central Northside,1
25393,ARREST,4910,Tampering with or Fabricating Physical Evidence.,2015-04-07T20:10:00,Henderson St & Fountain St,Central Northside,1
25394,OFFENSE 2.0,13(a)(16),Possession of Controlled Substance,2015-04-07T20:10:00,Henderson St & Fountain St,Central Northside,1
25432,OFFENSE 2.0,3503.B1I,DEF. TRESPASS ACTUAL COMMUNICATION,2015-04-07T20:24:00,100 block Washington Pl,Golden Triangle/Civic Arena,2
25433,ARREST,3503.B1I,DEF. TRESPASS ACTUAL COMMUNICATION,2015-04-07T20:24:00,100 block Washington Pl,Golden Triangle/Civic Arena,2
25395,OFFENSE 2.0,13(a)(31),Marijuana: Possession Small Amount,2015-04-07T20:38:00,Blossom Way & Pascoe Way,East Allegheny,1
25396,OFFENSE 2.0,13(a)(30),Possession w/ Intent to Del. Controlled Substance,2015-04-07T20:38:00,Blossom Way & Pascoe Way,East Allegheny,1
25397,OFFENSE 2.0,13(a)(16),Possession of Controlled Substance,2015-04-07T20:38:00,Blossom Way & Pascoe Way,East Allegheny,1
25398,ARREST,13(a)(31),Marijuana: Possession Small Amount,2015-04-07T20:40:00,Blossom Way & Pascoe Way,East Allegheny,1
25399,ARREST,13(a)(31),Marijuana: Possession Small Amount,2015-04-07T20:40:00,Blossom Way & Pascoe Way,East Allegheny,1
25400,ARREST,13(a)(30),Possession w/ Intent to Del. Controlled Substance,2015-04-07T20:40:00,Blossom Way & Pascoe Way,East Allegheny,1
25401,ARREST,13(a)(16),Possession of Controlled Substance,2015-04-07T20:40:00,Blossom Way & Pascoe Way,East Allegheny,1
25460,OFFENSE 2.0,2702,Aggravated Assault.,2015-04-07T20:40:00,400 block E Warrington Ave,Beltzhoover,3
25402,OFFENSE 2.0,29,Missing Juvenile,2015-04-07T20:48:00,3200 block Richardson Ave,Brighton Heights,1
25493,OFFENSE 2.0,2701,Simple Assault.,2015-04-07T20:49:00,7400 block Penn Ave,Point Breeze North,4
25494,OFFENSE 2.0,9093,Indirect Criminal Contempt,2015-04-07T20:49:00,7400 block Penn Ave,Point Breeze North,4
25495,OFFENSE 2.0,3921,Theft by Unlawful Taking or Disposition.,2015-04-07T20:49:00,7400 block Penn Ave,Point Breeze North,4
25496,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-07T20:49:00,7400 block Penn Ave,Point Breeze North,4
25497,OFFENSE 2.0,2902,Unlawful Restraint.,2015-04-07T20:49:00,7400 block Penn Ave,Point Breeze North,4
24225,OFFENSE 2.0,3502,Burglary.,2015-04-07T21:00:00,2900 block Zephyr Ave,Sheraden,6
25461,OFFENSE 2.0,2701,Simple Assault.,2015-04-07T21:20:00,Mullooly St,Overbrook,3
25462,OFFENSE 2.0,3301,Arson ,2015-04-07T21:20:00,Mullooly St,Overbrook,3
25463,OFFENSE 2.0,3302,Causing or Risking Catastrophe.,2015-04-07T21:20:00,Mullooly St,Overbrook,3
25508,OFFENSE 2.0,3733,Fleeing or Attempting to Elude Police Officer,2015-04-07T22:04:00,Collier St & Race St,Homewood North,5
25509,OFFENSE 2.0,3323,Stop Signs and Yield Signs.,2015-04-07T22:04:00,Collier St & Race St,Homewood North,5
25510,OFFENSE 2.0,3736,Reckless Driving,2015-04-07T22:04:00,Collier St & Race St,Homewood North,5
25511,ARREST,6106,Firearms not to be Carried without a License.,2015-04-07T22:04:00,Collier St & Race St,Homewood North,5
25512,ARREST,6105(a)(1),Persons not to possess  use  manufacture  control  sell or transfer firearms: Former Convict enumerated in subsection (b),2015-04-07T22:04:00,Collier St & Race St,Homewood North,5
25513,ARREST,3736,Reckless Driving,2015-04-07T22:04:00,Collier St & Race St,Homewood North,5
25514,ARREST,3733,Fleeing or Attempting to Elude Police Officer,2015-04-07T22:04:00,Collier St & Race St,Homewood North,5
25515,ARREST,3323,Stop Signs and Yield Signs.,2015-04-07T22:04:00,Collier St & Race St,Homewood North,5
25516,OFFENSE 2.0,6105(a)(1),Persons not to possess  use  manufacture  control  sell or transfer firearms: Former Convict enumerated in subsection (b),2015-04-07T22:04:00,Collier St & Race St,Homewood North,5
25517,OFFENSE 2.0,6106,Firearms not to be Carried without a License.,2015-04-07T22:04:00,Collier St & Race St,Homewood North,5
25464,OFFENSE 2.0,4914,False Identification to Law Enforcement Authorities,2015-04-07T22:05:00,S 21st St & Josephine St,South Side Slopes,3
25465,OFFENSE 2.0,3323,Stop Signs and Yield Signs.,2015-04-07T22:05:00,S 21st St & Josephine St,South Side Slopes,3
25466,OFFENSE 2.0,701.14,License Revocation or Suspension,2015-04-07T22:05:00,S 21st St & Josephine St,South Side Slopes,3
25467,OFFENSE 2.0,13(a)(32),Paraphernalia - Use or Possession,2015-04-07T22:05:00,S 21st St & Josephine St,South Side Slopes,3
25468,ARREST,701.14,License Revocation or Suspension,2015-04-07T22:05:00,S 21st St & Josephine St,South Side Slopes,3
25469,ARREST,13(a)(32),Paraphernalia - Use or Possession,2015-04-07T22:05:00,S 21st St & Josephine St,South Side Slopes,3
25470,ARREST,4914,False Identification to Law Enforcement Authorities,2015-04-07T22:05:00,S 21st St & Josephine St,South Side Slopes,3
25471,ARREST,13(a)(32),Paraphernalia - Use or Possession,2015-04-07T22:05:00,S 21st St & Josephine St,South Side Slopes,3
25472,ARREST,3323,Stop Signs and Yield Signs.,2015-04-07T22:05:00,S 21st St & Josephine St,South Side Slopes,3
24898,OFFENSE 2.0,5123,Contraband.,2015-04-07T22:11:00,1200 block Yetta Ave,Spring Hill-City View,1
24899,OFFENSE 2.0,5506,Loitering and Prowling at Night,2015-04-07T22:11:00,1200 block Yetta Ave,Spring Hill-City View,1
24900,ARREST,13(a)(16),Possession of Controlled Substance,2015-04-07T22:11:00,1200 block Yetta Ave,Spring Hill-City View,1
24901,ARREST,2702,Aggravated Assault.,2015-04-07T22:11:00,1200 block Yetta Ave,spring hill-city view,1
24902,ARREST,2705,Recklessly Endangering Another Person.,2015-04-07T22:11:00,1200 block Yetta Ave,Spring Hill-City View,1
24903,ARREST,3304,Criminal Mischief.,2015-04-07T22:11:00,1200 block Yetta Ave,Spring Hill-City View,1
24904,ARREST,5123,Contraband.,2015-04-07T22:11:00,1200 block Yetta Ave,Spring Hill-City View,1
24905,ARREST,5506,Loitering and Prowling at Night,2015-04-07T22:11:00,1200 block Yetta Ave,Spring Hill-City View,1
25403,OFFENSE 2.0,13(a)(16),Possession of Controlled Substance,2015-04-07T22:11:00,1200 block Yetta Ave,Spring Hill-City View,1
25404,OFFENSE 2.0,2702,Aggravated Assault.,2015-04-07T22:11:00,1200 block Yetta Ave,Spring Hill-City View,1
25405,OFFENSE 2.0,2705,Recklessly Endangering Another Person.,2015-04-07T22:11:00,1200 block Yetta Ave,Spring Hill-City View,1
25406,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-07T22:11:00,1200 block Yetta Ave,Spring Hill-City View,1
24906,ARREST,3921,Theft by Unlawful Taking or Disposition.,2015-04-07T22:40:00,4000 block Oswald St,Brighton Heights,1
25473,ARREST,2701,Simple Assault.,2015-04-07T22:40:00,Mullooly St,Overbrook,3
25474,ARREST,3301,Arson ,2015-04-07T22:40:00,Mullooly St,Overbrook,3
25475,ARREST,3302,Causing or Risking Catastrophe.,2015-04-07T22:40:00,Mullooly St,Overbrook,3
25518,OFFENSE 2.0,3701,Robbery.,2015-04-07T23:00:00,300 block Stratford Ave,Friendship,5
25519,OFFENSE 2.0,3502,Burglary.,2015-04-07T23:00:00,300 block Stratford Ave,Friendship,5
25520,OFFENSE 2.0,2901,Kidnapping.,2015-04-07T23:00:00,300 block Stratford Ave,Friendship,5
22620,ARREST,2901,Kidnapping.,2015-04-07T23:13:00,300 block Stratford Ave,Friendship,5
24338,ARREST,3502,Burglary.,2015-04-07T23:13:00,300 block Stratford Ave,Friendship,5
24733,ARREST,3701,Robbery.,2015-04-07T23:13:00,300 block Stratford Ave,Friendship,5
25498,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-07T23:55:00,500 block Celeron St,Point Breeze,4
25677,OFFENSE 2.0,4120,Identity Theft,2015-04-08T00:01:00,2300 block Bensonia Ave,Beechview,6
25642,OFFENSE 2.0,5505,Public Drunkenness,2015-04-08T00:05:00,7100 block Highland Dr,Lincoln-Lemington-Belmar,5
25619,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-08T00:30:00,Gertrude St & E Elizabeth St,Hazelwood,4
25600,OFFENSE 2.0,2702,Aggravated Assault.,2015-04-08T01:00:00,Brownsville Rd & McKinley St,Knoxville,3
25601,OFFENSE 2.0,2705,Recklessly Endangering Another Person.,2015-04-08T01:00:00,Brownsville Rd & McKinley St,Knoxville,3
25643,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-08T01:00:00,7100 block Churchland St,Lincoln-Lemington-Belmar,5
25644,OFFENSE 2.0,6106,Firearms not to be Carried without a License.,2015-04-08T01:00:00,7100 block Churchland St,Lincoln-Lemington-Belmar,5
25602,OFFENSE 2.0,13(a)(16),Possession of Controlled Substance,2015-04-08T01:08:00,200 block Moore Ave,Knoxville,3
25603,OFFENSE 2.0,13(a)(31),Marijuana: Possession Small Amount,2015-04-08T01:08:00,200 block Moore Ave,Knoxville,3
25604,ARREST,13(a)(31),Marijuana: Possession Small Amount,2015-04-08T01:12:00,200 block Moore Ave,Knoxville,3
25605,ARREST,13(a)(16),Possession of Controlled Substance,2015-04-08T01:12:00,200 block Moore Ave,Knoxville,3
25533,OFFENSE 2.0,601.04(e)(1),Amplified Noise from a vehicle operated on a public street  alley  etc  at a distance of (75) feet,2015-04-08T01:50:00,James St & Foreland St,East Allegheny,1
25534,OFFENSE 2.0,9488,False  Burglar Alarm,2015-04-08T03:02:00,700 block Allegheny Ave,Chateau,1
25678,OFFENSE 2.0,5505,Public Drunkenness,2015-04-08T04:27:00,1100 block Sutherland St,Sheraden,6
25535,OFFENSE 2.0,2702,Aggravated Assault.,2015-04-08T04:45:00,600 block Ridge Ave,Allegheny West,1
25536,OFFENSE 2.0,3701,Robbery.,2015-04-08T04:45:00,600 block Ridge Ave,Allegheny West,1
25537,OFFENSE 2.0,2706,Terroristic Threats.,2015-04-08T04:45:00,600 block Ridge Ave,Allegheny West,1
25606,OFFENSE 2.0,3934,Theft from Vehicle,2015-04-08T04:45:00,100 block Burr St,Mt. Oliver Neighborhood,3
25679,OFFENSE 2.0,3934,Theft from Vehicle,2015-04-08T06:30:00,1400 block Ashtola Way,Chartiers City,6
25538,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-08T06:45:00,1400 block Federal St,Central Northside,1
25680,OFFENSE 2.0,3934,Theft from Vehicle,2015-04-08T07:00:00,3900 block Mayfair St,Windgap,6
25681,OFFENSE 2.0,3934,Theft from Vehicle,2015-04-08T07:00:00,3400 block Harrisburg St,Windgap,6
25645,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-08T07:30:00,800 block N St Clair St,Highland Park,5
25563,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-08T07:45:00,4400 block Schenley Farms Ter,Upper Hill,2
25646,OFFENSE 2.0,3921,Theft by Unlawful Taking or Disposition.,2015-04-08T07:55:00,6400 block Penn Ave,Larimer,5
25647,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-08T07:55:00,6400 block Penn Ave,Larimer,5
25539,OFFENSE 2.0,2705,Recklessly Endangering Another Person.,2015-04-08T07:56:00,3200 block Brighton Rd,Marshall-Shadeland,1
25540,OFFENSE 2.0,3736,Reckless Driving,2015-04-08T07:56:00,3200 block Brighton Rd,Marshall-Shadeland,1
25620,OFFENSE 2.0,3745,Accidents Involving Damage to Unattended Veh.or Prop.,2015-04-08T08:00:00,Kaercher St & Rosalia Pl,Greenfield,4
25621,OFFENSE 2.0,3743,Accidents Involving Damage to Attended Veh. or Property,2015-04-08T08:25:00,7300 block Penn Ave,Point Breeze,4
25622,OFFENSE 2.0,3304,Criminal Mischief.,2015-04-08T08:30:00,Shady Ave & 5th Ave,Shadyside,4
25682,OFFENSE 2.0,3934,Theft from Vehicle,2015-04-08T08:30:00,3200 block Tuxedo St,Sheraden,6
25564,ARREST,3701,Robbery.,2015-04-08T08:55:00,900 block Second Ave,Lower Lawrenceville,2
25565,ARREST,1543,Driving While Operating Privilege is Suspended or Revoked.,2015-04-08T08:55:00,900 block Second Ave,Lower Lawrenceville,2
25566,ARREST,3928,Unauthorized Use of Automobile and Other Vehicles.,2015-04-08T08:55:00,900 block Second Ave,Lower Lawrenceville,2
25683,OFFENSE 2.0,901,Criminal Attempt,2015-04-08T09:00:00,3200 block Tuxedo St,Sheraden,6
25684,OFFENSE 2.0,3934,Theft from Vehicle,2015-04-08T09:00:00,3200 block Tuxedo St,Sheraden,6
25541,OFFENSE 2.0,13(a)(32),Paraphernalia - Use or Possession,2015-04-08T09:52:00,200 block Langley St,Perry South,1
25542,ARREST,13(a)(32),Paraphernalia - Use or Possession,2015-04-08T10:00:00,200 block Langley St,Perry South,1
25607,ARREST,5101,Obstructing Admin. of Law ,2015-04-08T10:00:00,800 block E Warrington Ave,Golden Triangle/Civic Arena,3
25608,ARREST,4910,Tampering with or Fabricating Physical Evidence.,2015-04-08T10:00:00,800 block E Warrington Ave,Golden Triangle/Civic Arena,3
25609,ARREST,7512,Criminal Use of Communication,2015-04-08T10:00:00,800 block E Warrington Ave,Golden Triangle/Civic Arena,3
25610,ARREST,903,Criminal Conspiracy.,2015-04-08T10:00:00,800 block E Warrington Ave,Golden Triangle/Civic Arena,3
25611,ARREST,902,Criminal Solicitation.,2015-04-08T10:00:00,800 block E Warrington Ave,Golden Triangle/Civic Arena,3
25685,OFFENSE 2.0,3745,Accidents Involving Damage to Unattended Veh.or Prop.,2015-04-08T10:00:00,1400 block Alton St,Beechview,6
25648,OFFENSE 2.0,2709,Harassment (Non-Specific),2015-04-08T11:12:00,200 block S Negley Ave,East Liberty,5
25543,ARREST,5503(a)(4),DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,2015-04-08T11:48:00,1900 block Clayton Ave,Perry South,1
